Date;AAPL;BIDU;GOOG
16-Oct-07;618.49;30.66;165.54
15-Oct-07;638.47;32.20;167.98
12-Oct-07;623.98;30.11;163.01
11-Oct-07;633.64;34.71;169.49
10-Oct-07;621.36;32.80;167.55
9-Oct-07;615.11;33.00;170.20
8-Oct-07;595.00;32.44;163.49
5-Oct-07;587.11;32.17;158.37
4-Oct-07;585.09;30.97;158.00
3-Oct-07;586.25;31.88;157.78
2-Oct-07;583.38;30.03;156.55
1-Oct-07;569.97;29.20;154.59
28-Sep-07;567.00;29.00;153.44
27-Sep-07;571.73;29.26;153.77
26-Sep-07;570.40;29.74;154.47
25-Sep-07;564.00;29.94;146.84
24-Sep-07;561.00;29.10;146.73
21-Sep-07;556.34;28.16;141.14
20-Sep-07;547.00;27.54;140.15
19-Sep-07;539.27;27.34;143.02
18-Sep-07;526.52;25.97;139.06
17-Sep-07;526.53;23.98;138.99
14-Sep-07;523.20;23.05;136.57
13-Sep-07;524.06;23.29;138.83
12-Sep-07;520.53;22.62;135.99
11-Sep-07;516.99;22.00;137.90
10-Sep-07;521.28;21.76;137.00
7-Sep-07;517.86;21.51;132.01
6-Sep-07;529.36;22.08;135.56
5-Sep-07;523.40;21.55;144.97
4-Sep-07;515.02;20.98;139.94
31-Aug-07;513.10;21.07;139.49
30-Aug-07;512.36;20.32;132.67
29-Aug-07;507.84;20.43;129.88
28-Aug-07;511.53;20.86;130.99
27-Aug-07;514.43;20.35;133.39
24-Aug-07;512.61;20.01;130.53
23-Aug-07;516.00;20.69;133.09
22-Aug-07;509.96;20.22;131.22
21-Aug-07;498.94;18.95;122.21
20-Aug-07;502.46;18.29;123.96
17-Aug-07;497.44;17.65;122.01
16-Aug-07;492.02;17.50;117.01
15-Aug-07;509.00;18.76;122.74
14-Aug-07;515.17;19.50;128.29
13-Aug-07;519.54;19.46;128.32
10-Aug-07;510.18;18.97;123.12
9-Aug-07;520.80;19.82;131.11
8-Aug-07;519.34;20.26;136.76
7-Aug-07;509.75;19.18;134.94
6-Aug-07;503.00;20.00;132.90
3-Aug-07;510.05;20.15;135.26
2-Aug-07;513.72;20.33;136.65
1-Aug-07;510.50;20.08;133.64
31/jul/07;520.23;21.41;142.97
30/jul/07;512.92;21.05;144.33
27/jul/07;508.53;21.08;146.19
26/jul/07;508.74;21.50;145.91
25/jul/07;516.98;17.89;137.35
24/jul/07;509.30;17.57;138.88
23/jul/07;519.01;19.04;143.31
20/jul/07;511.90;19.22;141.65
19/jul/07;553.46;20.48;140.30
18/jul/07;553.89;21.00;138.19
17/jul/07;555.04;20.89;138.30
16/jul/07;550.30;21.32;138.39
13/jul/07;547.91;20.65;135.03
12/jul/07;545.86;20.78;133.85
11/jul/07;543.61;20.70;132.07
10/jul/07;543.79;19.50;128.88
09/jul/07;543.00;19.39;132.38
06/jul/07;541.25;18.77;133.13
05/jul/07;535.56;18.12;128.80
03/jul/07;531.06;19.02;122.00
02/jul/07;525.49;17.30;121.05
29/jun/07;526.02;16.50;121.97
28/jun/07;524.88;15.74;122.36
27/jun/07;525.00;15.40;120.61
26/jun/07;532.73;15.69;123.98
25/jun/07;528.98;15.76;124.19
22/jun/07;516.42;15.40;123.85
21/jun/07;510.98;15.31;121.70
20/jun/07;516.96;15.78;123.87
19/jun/07;514.01;14.93;124.69
18/jun/07;506.18;14.40;123.28
15/jun/07;508.19;14.18;120.62
14/jun/07;505.38;13.88;117.20
13/jun/07;507.09;13.68;121.15
12/jun/07;508.71;13.62;119.35
11/jun/07;514.02;13.60;126.00
08/jun/07;516.20;13.67;125.82
07/jun/07;519.75;14.19;124.99
06/jun/07;516.75;14.33;122.30
05/jun/07;509.75;14.12;121.41
04/jun/07;497.91;13.90;118.63
01/jun/07;501.00;14.25;121.10
31-May-07;500.56;13.77;120.07
30-May-07;484.50;13.03;114.30
29-May-07;485.00;13.12;114.45
25-May-07;479.70;13.00;112.00
24-May-07;475.15;13.18;112.81
23-May-07;480.82;13.52;114.02
22-May-07;473.00;13.60;112.49
21-May-07;469.53;13.25;110.31
18-May-07;472.03;13.19;110.23
17-May-07;472.46;13.00;107.15
16-May-07;462.00;12.97;108.53
15-May-07;461.96;13.20;109.57
14-May-07;465.48;12.96;109.62
11-May-07;461.83;12.64;107.74
10-May-07;467.04;12.67;106.63
9-May-07;466.15;12.42;104.91
8-May-07;466.13;12.44;103.47
7-May-07;472.14;12.75;101.08
4-May-07;470.12;12.72;100.80
3-May-07;466.22;12.32;100.73
2-May-07;468.65;12.05;99.65
1-May-07;472.19;12.19;99.59
30-Apr-07;479.15;12.41;100.09
27-Apr-07;480.07;13.04;98.18
26-Apr-07;478.10;10.58;101.58
25-Apr-07;480.00;10.49;94.23
24-Apr-07;478.61;9.88;93.96
