Date,AU200_AUD,AUD_CAD,AUD_CHF,AUD_HKD,AUD_JPY,AUD_NZD,AUD_SGD,AUD_USD,BCO_USD,CAD_CHF,CAD_HKD,CAD_JPY,CAD_SGD,CH20_CHF,CHF_HKD,CHF_JPY,CHF_ZAR,CORN_USD,DE10YB_EUR,DE30_EUR,EU50_EUR,EUR_AUD,EUR_CAD,EUR_CHF,EUR_CZK,EUR_DKK,EUR_GBP,EUR_HKD,EUR_HUF,EUR_JPY,EUR_NOK,EUR_NZD,EUR_PLN,EUR_SEK,EUR_SGD,EUR_TRY,EUR_USD,EUR_ZAR,FR40_EUR,GBP_AUD,GBP_CAD,GBP_CHF,GBP_HKD,GBP_JPY,GBP_NZD,GBP_PLN,GBP_SGD,GBP_USD,GBP_ZAR,HK33_HKD,HKD_JPY,JP225_USD,NAS100_USD,NATGAS_USD,NL25_EUR,NZD_CAD,NZD_CHF,NZD_HKD,NZD_JPY,NZD_SGD,NZD_USD,SG30_SGD,SGD_CHF,SGD_HKD,SGD_JPY,SOYBN_USD,SPX500_USD,SUGAR_USD,TRY_JPY,UK100_GBP,UK10YB_GBP,US2000_USD,US30_USD,USB02Y_USD,USB05Y_USD,USB10Y_USD,USB30Y_USD,USD_CAD,USD_CHF,USD_CNH,USD_CZK,USD_DKK,USD_HKD,USD_HUF,USD_INR,USD_JPY,USD_MXN,USD_NOK,USD_PLN,USD_SAR,USD_SEK,USD_SGD,USD_THB,USD_TRY,USD_ZAR,WHEAT_USD,WTICO_USD,XAG_AUD,XAG_CAD,XAG_CHF,XAG_EUR,XAG_GBP,XAG_HKD,XAG_JPY,XAG_NZD,XAG_SGD,XAG_USD,XAU_AUD,XAU_CAD,XAU_CHF,XAU_EUR,XAU_GBP,XAU_HKD,XAU_JPY,XAU_NZD,XAU_SGD,XAU_USD,XAU_XAG,XCU_USD,XPD_USD,XPT_USD,ZAR_JPY
2011-02-06,4873.1,1.002225,0.970265,7.89208,83.5505,1.31587,1.29224,1.01383,99.974,0.96817,7.87467,83.3655,1.289285,6579.6,8.1336,86.106,7.57632,6.721,122.99,7281.4,2731.8,1.337035,1.340105,1.297455,24.08715,7.45494,0.841485,10.55233,268.593,111.716,7.84803,1.75935,3.87933,8.78078,1.7278,2.14285,1.35557,9.828915,4094.2,1.589015,1.592575,1.54179,12.540635,132.762,2.0908,4.60999,2.05336,1.61099,11.681165,23553.6,10.586,10654.4,2355.2,4.15,368.989,0.76169,0.737415,5.99786,63.4985,0.98201,0.770495,378.99,0.750895,6.107615,64.6575,14.291,1320.4,0.33322,52.1335,6035.2,116.418,810.492,12160.9,109.186,117.028,118.747,118.28,0.98854,0.95707,6.5605,17.76932,5.499455,7.784425,198.122,45.6505,82.41,11.97172,5.78864,2.86173,3.7505,6.47763,1.274565,30.729,1.58056,7.25076,8.452,87.929,28.904,28.9675,28.047,21.615,18.19,228.1145,2414.75,38.0325,37.35,29.304,1330.915,1333.85,1291.38,995.38,837.585,10503.6,111199.0,1751.1795,1719.785,1349.31,46.0475,4.57069,818.5,1845.0,11.3625
2011-02-07,4881.0,1.008035,0.973815,7.91882,83.3675,1.30895,1.29401,1.0175,100.095,0.966095,7.856,82.701,1.28381,6596.0,8.131765,85.605,7.488715,6.666,123.003,7315.6,2729.7,1.345045,1.35585,1.30982,24.01361,7.455,0.85063,10.65145,269.403,112.1295,7.85452,1.76059,3.88653,8.7626,1.740565,2.154125,1.36862,9.809165,4110.8,1.58132,1.594,1.539915,12.521855,131.822,2.069655,4.56905,2.04621,1.60895,11.53149,23414.0,10.528,10634.9,2355.0,4.079,370.109,0.77011,0.744025,6.05006,63.6925,0.9887,0.77738,376.07,0.752535,6.119575,64.4215,14.195,1321.1,0.31834,52.0605,6077.4,116.385,807.784,12185.2,109.169,116.975,118.786,118.675,0.99066,0.957065,6.555,17.54667,5.447025,7.782625,196.835,45.485,81.931,11.98231,5.73899,2.83982,3.75055,6.40257,1.271795,30.684,1.573765,7.16719,8.587,87.427,29.625,29.861,28.85,22.022,18.733,234.5915,2469.45,38.7775,38.3355,30.143,1342.9,1353.605,1307.725,998.375,849.265,10634.14,111950.5,1757.731,1737.775,1366.395,45.3275,4.58577,822.0,1844.5,11.4295
2011-02-08,4865.0,1.003995,0.970245,7.858565,83.2235,1.30897,1.28575,1.00943,100.757,0.9664,7.827175,82.918,1.28059,6591.3,8.09962,85.809,7.522295,6.873,122.605,7321.7,2714.7,1.35599,1.36143,1.31565,24.24043,7.45588,0.85075,10.655925,271.719,112.8905,7.9009,1.775085,3.90726,8.81032,1.743445,2.17742,1.36875,9.896945,4094.4,1.59387,1.60023,1.546425,12.525255,132.694,2.08639,4.59296,2.049255,1.608865,11.632675,23098.3,10.595,10590.5,2356.5,4.044,369.327,0.766985,0.74121,6.003205,63.585,0.982225,0.771115,370.86,0.754615,6.112095,64.755,14.369,1316.8,0.30829,51.8485,6048.9,116.081,805.876,12200.4,109.153,116.835,118.575,118.004,0.99462,0.961175,6.565,17.70921,5.447295,7.78515,198.52,45.745,82.481,12.05714,5.77209,2.85472,3.75048,6.43683,1.273735,30.718,1.59062,7.23054,8.646,86.546,29.9025,30.0215,29.0135,22.051,18.762,234.9845,2489.4,39.1385,38.4465,30.184,1349.375,1354.78,1309.225,995.135,846.635,10603.995,112342.5,1766.377,1734.97,1362.08,45.1295,4.51693,835.5,1863.0,11.4075
2011-02-13,4912.7,0.990655,0.973025,7.812835,83.5115,1.324485,1.28519,1.00222,104.489,0.98221,7.88694,84.301,1.29742,6620.8,8.02976,85.828,7.52892,7.003,122.801,7399.6,2717.4,1.344375,1.331795,1.308075,24.31203,7.45669,0.841,10.504045,271.997,112.2755,7.87366,1.78055,3.94847,8.76085,1.727865,2.15439,1.347445,9.84923,4101.5,1.598595,1.58361,1.55543,12.489845,133.502,2.11724,4.69497,2.05451,1.60218,11.71121,23094.4,10.691,10717.9,2384.7,3.91,370.522,0.747965,0.73464,5.898895,63.056,0.97038,0.756715,366.31,0.757075,6.07866,64.9815,14.131,1329.5,0.31267,52.1175,6058.8,116.319,824.944,12252.7,109.101,116.804,118.895,119.291,0.98841,0.97083,6.5815,18.04315,5.534115,7.79553,201.878,45.675,83.3285,12.0464,5.8437,2.93054,3.75055,6.50185,1.282345,30.737,1.59871,7.30955,8.659,85.515,30.491,30.2055,29.669,22.6795,19.0755,238.2275,2546.35,40.3845,39.188,30.5595,1361.465,1348.645,1324.655,1012.66,851.64,10636.89,113697.5,1803.169,1749.705,1364.485,44.6505,4.62031,823.5,1825.5,11.4
2011-02-14,4908.6,0.987385,0.966655,7.78529,83.6935,1.328745,1.278595,0.9988,103.177,0.978995,7.884605,84.76,1.29491,6642.1,8.053875,86.5795,7.55499,6.869,122.914,7394.8,2732.4,1.35097,1.333955,1.30591,24.35797,7.45605,0.8367,10.51797,271.269,113.0635,7.86804,1.79519,3.92863,8.74836,1.72744,2.15458,1.34938,9.866355,4108.1,1.614655,1.594355,1.5608,12.570385,135.133,2.145395,4.69539,2.06453,1.612695,11.791755,22933.9,10.751,10743.4,2376.7,3.94,370.141,0.74309,0.72749,5.85931,62.987,0.96231,0.75168,363.2,0.756,6.08902,65.4555,13.789,1326.7,0.30846,52.473,6021.3,116.196,821.735,12218.9,109.092,116.861,118.981,119.436,0.98859,0.967815,6.573,18.05306,5.525595,7.794645,201.045,45.695,83.7935,12.13073,5.83068,2.91154,3.75052,6.48318,1.280155,30.696,1.5966,7.31204,8.362,84.632,30.7435,30.3565,29.7165,22.754,19.041,239.351,2573.1,40.8495,39.3095,30.707,1373.64,1356.33,1327.82,1016.765,850.755,10694.125,114965.0,1825.205,1756.38,1371.98,44.681,4.55347,836.0,1838.5,11.461
2011-02-15,4922.6,0.983745,0.960025,7.77662,83.5955,1.326795,1.277445,0.99829,104.759,0.975925,7.90527,84.9765,1.298535,6664.5,8.100215,87.0745,7.53532,6.788,123.348,7418.4,2748.4,1.356885,1.33484,1.302745,24.34073,7.45625,0.84339,10.552125,270.67,113.4345,7.79842,1.800325,3.90946,8.70204,1.733425,2.14848,1.354585,9.816095,4150.7,1.608995,1.58278,1.544635,12.512005,134.4975,2.134455,4.635855,2.05538,1.606175,11.63973,23105.6,10.749,10863.8,2398.4,3.919,371.41,0.74148,0.72361,5.86138,63.0085,0.962915,0.75245,367.5,0.751515,6.08717,65.436,13.628,1334.7,0.32288,52.7955,6076.0,116.545,826.729,12284.2,109.114,116.831,118.926,119.58,0.98541,0.961695,6.5575,17.96961,5.50447,7.789935,199.815,45.665,83.7375,12.08862,5.75692,2.88627,3.75055,6.42409,1.279675,30.629,1.58587,7.24668,8.15,85.754,30.755,30.254,29.524,22.6645,19.1135,239.1625,2570.95,40.801,39.2885,30.7015,1379.54,1357.125,1324.425,1016.685,857.43,10728.37,115321.5,1830.352,1762.38,1377.21,44.857,4.48662,838.0,1831.5,11.5565
2011-02-16,4923.5,0.995345,0.961875,7.87715,84.2165,1.3319,1.290705,1.011495,104.17,0.966505,7.91497,84.6095,1.297045,6662.8,8.189435,87.5545,7.55828,7.001,123.881,7399.6,2755.3,1.345575,1.33933,1.294365,24.31408,7.45495,0.84164,10.59942,270.195,113.3265,7.76943,1.792185,3.90926,8.72717,1.73676,2.14785,1.36106,9.782525,4153.9,1.59871,1.591195,1.537825,12.593485,134.6385,2.12903,4.64482,2.06343,1.617115,11.62298,23298.3,10.691,10859.3,2398.7,3.864,372.629,0.7473,0.722195,5.91439,63.2315,0.96914,0.75946,365.57,0.745225,6.10314,65.247,13.921,1338.1,0.31147,52.7565,6076.1,116.984,830.422,12296.5,109.238,117.193,119.294,119.787,0.98391,0.950935,6.5605,17.86221,5.477205,7.787625,198.507,45.455,83.2575,12.04519,5.7079,2.87229,3.75075,6.41183,1.276035,30.595,1.57796,7.18765,8.322,85.399,30.8955,30.7485,29.7195,22.961,19.326,243.371,2601.8,41.149,39.8775,31.251,1367.265,1360.76,1315.15,1016.105,855.215,10770.125,115139.5,1821.0045,1764.73,1382.98,44.255,4.45974,838.5,1830.5,11.586
2011-02-17,4906.5,0.996805,0.962035,7.89611,84.4165,1.328945,1.292165,1.0143,103.19,0.965095,7.921325,84.6885,1.29631,6680.1,8.207665,87.75,7.506515,7.063,123.244,7420.8,2753.3,1.34804,1.34369,1.296805,24.43745,7.45439,0.841795,10.64437,269.699,113.7975,7.75727,1.79149,3.91633,8.74391,1.74188,2.156605,1.36733,9.734965,4157.1,1.60138,1.596305,1.5406,12.645065,135.1865,2.128025,4.652355,2.06929,1.62433,11.564595,23590.0,10.691,10864.8,2398.2,3.871,374.052,0.75005,0.723895,5.94146,63.522,0.97231,0.76322,365.85,0.74451,6.11023,65.328,13.853,1343.1,0.31272,52.7635,6074.7,116.61,836.816,12361.8,109.222,117.045,119.051,119.21,0.98276,0.948475,6.55,17.87302,5.451935,7.784785,197.229,45.255,83.2255,12.00927,5.67333,2.86422,3.7507,6.39483,1.273955,30.559,1.57724,7.11985,8.34,87.682,32.172,32.07,30.9535,23.866,20.092,254.0365,2715.85,42.7565,41.572,32.6325,1368.55,1364.165,1316.57,1015.2,854.56,10805.985,115524.5,1818.676,1768.365,1388.09,42.536,4.48481,849.0,1838.0,11.6895
2011-02-21,4823.2,0.985185,0.93865,7.785765,82.8685,1.33411,1.278135,0.99911,106.76,0.95273,7.902785,84.116,1.297265,6565.9,8.294915,88.2915,7.60535,6.764,124.287,7308.1,2694.1,1.36732,1.34703,1.283355,24.53496,7.45528,0.846975,10.64537,272.403,113.303,7.75977,1.824115,3.96009,8.78644,1.74753,2.17937,1.36607,9.76042,4044.2,1.614245,1.590345,1.51511,12.5681,133.7755,2.15362,4.67568,2.06309,1.612805,11.52331,22945.2,10.644,10627.1,2347.6,3.834,368.233,0.73847,0.70354,5.83588,62.117,0.95795,0.74889,356.76,0.7344,6.091615,64.8395,12.873,1325.1,0.30892,51.989,5970.8,117.653,820.082,12277.5,109.358,117.701,120.1,121.041,0.98607,0.939455,6.570525,17.95928,5.45749,7.7927,199.404,45.425,82.945,12.09947,5.68032,2.89901,3.75142,6.4321,1.279225,30.618,1.595145,7.14475,7.534,91.97,33.005,32.5165,30.98,24.1395,20.4475,256.9685,2735.0,44.0315,42.1825,32.9755,1400.085,1379.4,1314.2,1023.995,867.335,10900.93,116030.0,1867.9045,1789.425,1398.865,42.4225,4.35129,834.5,1823.5,11.6095
2011-02-22,4801.2,0.992295,0.932125,7.79469,82.3975,1.34203,1.277295,0.99999,111.299,0.939425,7.85569,83.0365,1.28737,6571.2,8.36227,88.3945,7.646055,6.785,124.38,7191.4,2673.0,1.375725,1.365125,1.28232,24.54704,7.45509,0.848235,10.72342,274.347,113.3525,7.74395,1.846205,3.97904,8.79805,1.75729,2.210815,1.37572,9.80518,4004.4,1.62193,1.60951,1.51191,12.642685,133.645,2.176625,4.69118,2.071765,1.621945,11.56001,22937.8,10.572,10502.7,2300.1,3.836,364.942,0.73942,0.69455,5.80827,61.3975,0.95179,0.74515,353.63,0.729735,6.101655,64.507,13.003,1307.3,0.29641,51.273,5898.3,117.751,799.47,12144.6,109.42,117.946,120.389,121.624,0.992245,0.932135,6.572025,17.8428,5.419125,7.79477,199.423,45.4155,82.3985,12.18353,5.6288,2.89243,3.75092,6.39535,1.27736,30.607,1.606875,7.12716,7.45,96.295,33.7035,33.4435,31.416,24.499,20.78,262.711,2777.1,45.2295,43.052,33.7035,1414.2,1403.255,1318.23,1027.965,871.925,11023.405,116524.5,1897.8795,1806.445,1414.205,41.9595,4.27443,810.0,1797.5,11.5605
2011-02-23,4771.1,0.992805,0.933405,7.86405,82.3865,1.349365,1.286905,1.008705,114.392,0.94022,7.921105,82.9835,1.29639,6484.3,8.42516,88.2705,7.641915,6.815,124.503,7121.6,2654.0,1.367455,1.3576,1.27633,24.51662,7.45504,0.856465,10.753045,273.678,112.661,7.72754,1.84515,3.99078,8.81502,1.75965,2.213805,1.37927,9.753365,3998.2,1.596615,1.58513,1.490275,12.55544,131.5445,2.15443,4.6596,2.054655,1.61046,11.388345,22651.4,10.476,10393.3,2302.1,3.775,363.149,0.735805,0.69171,5.82804,61.0585,0.953695,0.74752,352.31,0.725305,6.11023,64.022,12.979,1303.0,0.30005,50.8905,5897.9,118.18,800.162,12042.7,109.442,117.947,120.459,122.081,0.98423,0.925345,6.5745,17.77471,5.40505,7.796185,198.421,45.7145,81.679,12.17714,5.6025,2.89339,3.75107,6.39112,1.275805,30.614,1.605,7.0714,7.38,96.878,32.75,32.5145,30.5695,23.952,20.512,257.5505,2698.6,44.1935,42.1465,33.0355,1398.905,1388.875,1305.78,1023.1,876.22,11001.43,115259.5,1887.749,1800.325,1411.13,42.717,4.3145,770.75,1775.5,11.5515
2011-02-24,4821.1,0.996025,0.94269,7.91431,83.0305,1.3517,1.29236,1.01545,111.937,0.946525,7.94655,83.3635,1.297725,6519.6,8.395655,88.0795,7.533535,7.08,124.306,7181.2,2686.9,1.35467,1.34929,1.27703,24.47951,7.45544,0.85564,10.721515,272.397,112.48,7.78294,1.830975,3.97492,8.84449,1.750755,2.196395,1.37563,9.620235,4063.3,1.58319,1.57682,1.49241,12.529815,131.453,2.1399,4.64539,2.046045,1.607645,11.24279,22863.1,10.491,10523.7,2339.4,3.871,366.455,0.73687,0.697445,5.855505,61.4325,0.956205,0.75129,358.61,0.729415,6.1237,64.2475,13.486,1315.4,0.30962,51.214,5984.1,117.897,812.557,12114.0,109.449,117.878,120.404,122.068,0.98079,0.928325,6.5725,17.79461,5.419705,7.793895,198.02,45.455,81.767,12.12694,5.65765,2.88942,3.75102,6.42949,1.272695,30.628,1.59635,6.99357,7.79,95.151,32.465,32.333,30.6035,23.963,20.5035,256.9375,2695.6,43.88,41.956,32.9665,1384.81,1379.225,1305.455,1022.235,874.72,10960.125,114991.0,1871.774,1789.755,1406.245,42.6565,4.41802,783.5,1792.5,11.6925
2011-02-27,4843.9,0.99069,0.946695,7.92298,83.3655,1.352735,1.29409,1.01728,112.196,0.955615,7.997655,84.1465,1.306305,6597.7,8.369305,88.0555,7.47412,7.14,124.164,7275.7,2704.8,1.355775,1.343165,1.28346,24.35137,7.45589,0.84893,10.741755,271.455,113.018,7.74351,1.83398,3.96371,8.75389,1.754445,2.20699,1.3792,9.593125,4104.4,1.59703,1.582175,1.511895,12.653455,133.132,2.160205,4.66945,2.066635,1.624655,11.3001,23269.7,10.522,10685.1,2351.8,4.012,368.975,0.732365,0.699855,5.8573,61.628,0.95667,0.752055,355.55,0.731555,6.12332,64.4185,13.419,1325.5,0.31602,51.2055,5982.4,117.985,823.036,12203.8,109.459,117.776,120.195,121.738,0.973835,0.93059,6.5675,17.65456,5.405845,7.788395,196.803,45.275,81.9445,12.1137,5.61441,2.87402,3.75107,6.34708,1.272075,30.593,1.59997,6.95545,7.688,95.17,33.279,32.969,31.5065,24.5475,20.839,263.6805,2774.5,45.0175,43.0675,33.8555,1389.86,1376.885,1315.74,1025.16,870.26,11011.82,115860.0,1880.0155,1798.555,1413.875,41.7605,4.47076,790.5,1809.5,11.7805
2011-02-28,4780.8,0.989675,0.943235,7.91253,83.1675,1.353255,1.291055,1.01583,114.685,0.95305,7.995015,84.032,1.30451,6586.9,8.38877,88.17,7.476955,7.182,124.147,7214.9,2683.8,1.359705,1.345675,1.282495,24.33948,7.4562,0.84697,10.758405,272.718,113.0825,7.70541,1.839925,3.97499,8.7192,1.755345,2.225485,1.38119,9.58937,4059.2,1.60539,1.588845,1.51426,12.702705,133.513,2.172465,4.69297,2.072575,1.630805,11.322235,23339.7,10.511,10635.6,2329.1,3.85,367.832,0.73136,0.69702,5.846985,61.455,0.953985,0.75067,358.93,0.73061,6.128955,64.419,13.374,1316.4,0.31326,50.813,5904.8,117.833,814.027,12150.0,109.503,117.698,119.964,121.534,0.97426,0.92853,6.5625,17.62093,5.398435,7.789225,197.436,45.107,81.87,12.08916,5.57875,2.87808,3.75092,6.31288,1.27089,30.538,1.6111,6.94261,7.687,96.93,33.9905,33.64,32.0625,24.999,21.1745,268.9545,2827.05,45.998,43.8825,34.529,1405.46,1390.99,1325.695,1033.67,875.465,11120.83,116887.0,1901.877,1814.475,1427.72,41.349,4.46186,810.5,1822.5,11.793
2011-03-01,4783.8,0.98864,0.936625,7.91181,82.9025,1.36868,1.28954,1.01566,117.795,0.947435,8.003345,83.8555,1.30446,6554.2,8.44736,88.5125,7.47119,7.114,124.01,7158.1,2662.7,1.365505,1.349965,1.278955,24.27518,7.45629,0.85033,10.803385,271.425,113.201,7.69969,1.86885,3.98132,8.76465,1.76084,2.24464,1.38686,9.55488,4016.5,1.605775,1.587555,1.50401,12.70492,133.1265,2.197785,4.68192,2.070785,1.630965,11.236735,22913.3,10.478,10496.2,2320.3,3.768,363.94,0.72232,0.684335,5.780845,60.5705,0.94222,0.7421,355.41,0.726305,6.135535,64.2885,13.637,1303.4,0.32802,50.4275,5877.4,117.731,804.318,12030.1,109.578,118.021,120.363,121.647,0.973325,0.92216,6.5615,17.49934,5.376425,7.789815,195.705,45.0455,81.6245,12.11309,5.5517,2.87073,3.75092,6.3197,1.26966,30.535,1.618285,6.88952,7.821,99.927,34.418,34.0255,32.237,25.2055,21.4335,272.316,2853.75,47.107,44.3845,34.958,1417.315,1401.11,1327.455,1037.96,882.615,11213.52,117504.5,1939.779,1827.69,1439.51,41.1795,4.47695,822.0,1842.0,11.8485
2011-03-02,4849.7,0.9874,0.942825,7.89142,83.4975,1.3686,1.284695,1.01307,114.76,0.954865,7.99233,84.5615,1.301155,6620.5,8.369885,88.556,7.417795,7.218,122.733,7243.8,2678.7,1.37662,1.35932,1.29799,24.30628,7.45653,0.85744,10.86362,272.176,114.946,7.77271,1.883965,3.99141,8.82795,1.768555,2.232475,1.39463,9.627575,4070.1,1.6055,1.585275,1.5138,12.669675,134.058,2.197405,4.655425,2.06259,1.626485,11.227745,22972.3,10.581,10676.6,2371.6,3.737,368.096,0.72147,0.688885,5.765745,61.011,0.93864,0.740205,360.7,0.7339,6.14213,64.9955,13.83,1328.3,0.32923,51.486,6009.1,117.032,829.214,12250.5,109.34,117.03,119.043,119.988,0.974635,0.93067,6.5615,17.42716,5.346645,7.789605,195.146,45.0375,82.422,12.03089,5.57327,2.86194,3.75102,6.33009,1.26812,30.5205,1.60013,6.90322,7.858,99.065,34.035,33.603,32.0875,24.722,21.199,268.582,2842.1,46.582,43.7245,34.4795,1403.915,1386.165,1323.66,1019.8,874.445,11078.655,117224.5,1921.434,1803.605,1422.235,41.249,4.50748,820.5,1847.0,11.94
2011-03-03,4858.7,0.98224,0.93658,7.874,83.2655,1.372455,1.2808,1.01099,116.206,0.953625,8.016805,84.7745,1.30409,6521.7,8.40686,88.898,7.43987,7.197,123.206,7154.0,2655.6,1.38307,1.35844,1.29541,24.26754,7.45694,0.86047,10.8901,271.827,115.157,7.79385,1.898045,3.97637,8.87232,1.7714,2.239985,1.398245,9.637215,4000.4,1.60728,1.578625,1.50544,12.655495,133.8285,2.205765,4.621235,2.05856,1.624915,11.19954,23292.0,10.575,10592.2,2358.8,3.769,366.903,0.71569,0.682445,5.737205,60.6685,0.933225,0.736635,358.98,0.731275,6.14817,65.01,13.767,1319.5,0.31308,51.4135,5958.7,117.809,823.306,12164.7,109.478,117.519,119.616,120.67,0.97151,0.926435,6.5615,17.35571,5.333155,7.788405,194.393,45.045,82.359,12.00764,5.57424,2.84398,3.75084,6.34541,1.266875,30.463,1.60182,6.89252,7.785,101.854,34.9105,34.2875,32.6995,25.243,21.7205,274.884,2906.95,47.9135,44.713,35.294,1416.405,1391.09,1326.58,1024.08,881.23,11152.34,117936.5,1943.86,1814.055,1431.915,40.5715,4.49243,809.0,1829.5,11.949
2011-03-06,4769.5,0.984465,0.93579,7.87123,83.0265,1.37322,1.279595,1.01092,116.523,0.950655,7.99643,84.3395,1.299925,6490.5,8.41165,88.7235,7.431995,7.058,123.192,7158.5,2638.5,1.38244,1.36092,1.293675,24.19061,7.45771,0.8626,10.881995,272.132,114.783,7.77118,1.898415,3.97426,8.88344,1.768965,2.23713,1.3976,9.614605,3982.1,1.60277,1.577755,1.499795,12.615795,133.067,2.200955,4.60714,2.050815,1.620275,11.14655,23285.2,10.548,10478.7,2319.3,3.835,366.024,0.71687,0.681445,5.732245,60.4625,0.93182,0.736185,359.02,0.731305,6.151195,64.885,13.671,1309.1,0.31908,51.305,5952.9,117.756,807.181,12085.3,109.508,117.725,119.853,120.661,0.97371,0.925645,6.5575,17.3069,5.336115,7.786205,194.698,45.1885,82.1265,12.03257,5.5602,2.84364,3.75094,6.35633,1.26572,30.405,1.60047,6.87937,7.705,103.508,35.634,35.078,33.345,25.7755,22.2325,280.5025,2958.7,48.9355,45.5985,36.0255,1416.23,1394.055,1325.295,1024.41,883.625,11147.67,117578.5,1944.783,1812.165,1431.72,39.742,4.3152,815.0,1837.5,11.937
2011-03-07,4818.5,0.982175,0.945185,7.874855,83.6215,1.365085,1.2819,1.0112,112.509,0.96236,8.01776,85.1385,1.30522,6530.8,8.33169,88.4735,7.367215,6.97,122.843,7173.7,2652.4,1.375705,1.351225,1.300305,24.27119,7.45812,0.86074,10.833335,272.527,115.0395,7.76784,1.87797,3.97039,8.85769,1.76351,2.21104,1.391095,9.57942,4021.3,1.59833,1.569895,1.510695,12.586955,133.6585,2.182005,4.61246,2.04895,1.616275,11.129955,23715.9,10.618,10619.2,2346.3,3.909,367.031,0.719505,0.69236,5.76853,61.2575,0.939035,0.74073,367.51,0.7373,6.14288,65.2335,13.603,1325.5,0.32871,52.0295,5979.5,117.421,827.976,12244.7,109.396,117.332,119.353,119.888,0.9713,0.9347,6.5595,17.44671,5.36125,7.78763,195.886,45.775,82.6975,12.00199,5.58377,2.85401,3.75084,6.36733,1.267715,30.348,1.58919,6.88607,7.614,102.487,35.3385,34.7065,33.4005,25.686,22.1065,278.267,2955.15,48.235,45.2985,35.732,1410.01,1384.88,1332.675,1024.945,882.15,11103.445,117905.5,1924.7925,1807.49,1425.78,39.9045,4.32517,783.5,1806.0,12.009
2011-03-08,4771.4,0.97931,0.94003,7.872195,83.695,1.366795,1.281715,1.01097,115.546,0.959925,8.03879,85.4595,1.30879,6463.1,8.374085,89.0295,7.387065,6.887,122.929,7141.9,2642.4,1.37545,1.346995,1.293005,24.33515,7.4583,0.85836,10.82809,272.819,115.1145,7.7533,1.88002,3.98349,8.81417,1.763055,2.202,1.390575,9.551375,4002.0,1.60251,1.569375,1.506465,12.61531,134.1225,2.190325,4.64125,2.05405,1.620095,11.128025,23739.9,10.632,10574.7,2324.3,3.875,366.738,0.71649,0.687745,5.759405,61.2325,0.937785,0.73964,365.89,0.733415,6.14213,65.2965,13.366,1320.2,0.31883,52.2785,5945.6,117.511,824.168,12227.9,109.448,117.514,119.563,119.969,0.96865,0.929865,6.5595,17.50054,5.363475,7.78677,196.185,45.735,82.787,11.96931,5.57567,2.86469,3.75084,6.33854,1.26786,30.311,1.58325,6.86875,7.357,103.329,35.5135,34.7785,33.385,25.8185,22.162,279.569,2972.45,48.541,45.52,35.903,1413.505,1384.195,1328.735,1027.6,882.04,11126.94,118300.0,1931.9875,1811.72,1428.955,39.801,4.20657,797.5,1818.5,12.0525
2011-03-09,4674.3,0.974675,0.93367,7.802545,83.117,1.36149,1.27378,1.00167,114.107,0.958035,8.00601,85.2755,1.307025,6413.3,8.3571,89.0315,7.390115,6.874,123.328,7062.6,2611.3,1.379975,1.345045,1.288405,24.36714,7.45805,0.86058,10.76727,273.572,114.7035,7.81821,1.87883,4.00832,8.83295,1.757785,2.184265,1.382275,9.52145,3968.3,1.60351,1.56297,1.49714,12.51178,133.284,2.183255,4.65756,2.042575,1.60623,11.064435,23617.2,10.653,10399.8,2292.0,3.788,362.396,0.71591,0.685745,5.73095,61.0495,0.935565,0.735705,361.77,0.732965,6.12595,65.2535,13.394,1303.9,0.30887,52.513,5851.1,118.107,802.959,12067.0,109.499,117.876,120.199,120.904,0.97296,0.932085,6.5695,17.62829,5.395455,7.78953,197.897,45.965,82.98,11.9648,5.65594,2.89968,3.75077,6.38997,1.27166,30.4,1.579645,6.88813,7.227,100.26,34.8655,33.979,32.552,25.2635,21.743,272.0375,2897.95,47.468,44.411,34.9235,1403.76,1368.07,1310.625,1017.235,875.435,10953.015,116682.5,1911.2555,1788.105,1406.12,40.264,4.17951,766.5,1786.5,12.0455
2011-03-10,4599.3,0.983915,0.93773,7.872645,82.658,1.357225,1.282,1.01083,114.109,0.953095,8.00204,84.0125,1.30304,6366.6,8.39541,88.143,7.41812,6.676,123.647,6990.8,2597.3,1.37146,1.3494,1.286075,24.2875,7.45831,0.86474,10.797425,272.605,113.3655,7.80703,1.86143,4.01589,8.83177,1.75832,2.197335,1.386365,9.540595,3940.5,1.58599,1.56044,1.487255,12.485925,131.0945,2.152405,4.64459,2.033315,1.603165,11.03274,23205.6,10.499,10028.4,2293.8,3.901,359.803,0.72491,0.690965,5.80092,60.903,0.94464,0.744825,359.45,0.73143,6.140245,64.473,13.232,1300.9,0.3034,51.591,5835.7,118.56,798.796,12007.2,109.598,118.254,120.693,121.649,0.97329,0.927685,6.573,17.51943,5.37974,7.7883,196.628,45.855,81.7715,11.92264,5.63132,2.89677,3.75075,6.3705,1.268315,30.376,1.5848,6.88198,7.087,99.727,35.3885,34.8175,33.1855,25.8025,22.313,278.603,2925.35,48.0265,45.37,35.772,1406.37,1383.64,1318.775,1025.395,886.705,11071.61,116241.5,1908.596,1802.995,1421.57,39.741,4.17597,744.5,1765.0,11.8815
